id,outcome1,outcome2,outcome3,numofdraw,jar
1149,2,2,2,0,1
1150,1,1,1,3,1
1151,1,2,2,1,0
1152,0,0,2,2,1
1153,0,1,2,2,1
1154,2,2,2,0,1
1155,1,1,0,3,0
1156,0,0,1,3,1
1157,1,0,2,2,1
1158,1,0,2,2,1
1159,0,2,2,1,1
1160,1,1,1,3,0
1161,1,2,2,1,0
1162,1,1,2,2,0
1163,2,2,2,0,0
1164,0,2,2,1,0
1165,0,0,2,2,0
1166,2,2,2,0,0
1167,0,0,2,2,1
1168,0,0,1,3,0
1169,1,1,2,2,0
1170,1,2,2,1,0
1171,0,1,2,2,0
1172,1,0,2,2,1
1173,0,1,0,3,1
1174,1,1,2,2,0
1175,0,1,1,3,1
1176,1,2,2,1,0
1177,2,2,2,0,1
1178,0,1,0,3,1
1179,1,2,2,1,0
1180,0,2,2,1,1
1181,0,1,0,3,1
1182,1,1,1,3,0
1183,0,0,2,2,1
1184,2,2,2,0,1
1185,1,1,2,2,0
1186,0,2,2,1,1
1187,0,0,2,2,1
1188,2,2,2,0,1
1189,0,0,1,3,1
1190,2,2,2,0,0
1191,2,2,2,0,1
1192,0,2,2,1,1
1193,1,1,2,2,0
1194,1,2,2,1,1
1195,1,2,2,1,0
1196,2,2,2,0,0
1197,2,2,2,0,1
1198,1,1,1,3,0
1199,1,0,0,3,1
1200,2,2,2,0,0
1201,0,2,2,1,1
1202,2,2,2,0,1
1203,1,1,1,3,0
1204,1,2,2,1,1
1205,1,1,2,2,1
1206,1,0,1,3,0
1207,1,1,1,3,0
1208,1,1,2,2,0
1209,0,1,2,2,1
1210,1,2,2,1,0
1211,1,1,0,3,0
1212,1,0,2,2,1
1213,1,0,0,3,1
1214,0,2,2,1,1
1215,1,2,2,1,0
1216,1,0,1,3,0
1217,2,2,2,0,0
1218,0,1,2,2,0
1219,0,1,0,3,1
1220,0,0,2,2,1
1221,1,0,2,2,0
1222,0,2,2,1,1
1223,2,2,2,0,0
1224,1,2,2,1,0
1225,0,2,2,1,1
1226,0,2,2,1,1
1227,0,2,2,1,0
1228,1,2,2,1,1
1229,0,2,2,1,1
1230,0,2,2,1,0
1231,2,2,2,0,1
1232,0,1,1,3,0
1233,0,1,2,2,0
1234,2,2,2,0,1
1235,1,1,2,2,0
1236,1,1,2,2,0
1237,0,0,2,2,1
1238,0,0,1,3,1
1239,1,0,0,3,0
1240,2,2,2,0,1
1241,0,2,2,1,1
1242,0,2,2,1,1
1243,0,0,0,3,1
1244,0,2,2,1,1
1245,2,2,2,0,1
1246,0,1,2,2,1
1247,1,0,1,3,1
1248,0,1,0,3,1
1249,1,2,2,1,0
1250,0,1,0,3,0
1251,2,2,2,0,1
1252,1,2,2,1,1
1253,2,2,2,0,1
1254,2,2,2,0,0
1255,1,2,2,1,1
1256,2,2,2,0,1
1257,1,2,2,1,1
1258,0,0,2,2,1
1259,0,2,2,1,1
1260,0,1,2,2,1
1261,0,2,2,1,1
1262,1,2,2,1,1
1263,1,1,0,3,1
1264,0,2,2,1,1
1265,2,2,2,0,0
1266,2,2,2,0,0
1267,0,1,0,3,0
1268,2,2,2,0,0
1269,2,2,2,0,0
1270,0,0,2,2,1
1271,0,1,2,2,1
1272,1,1,0,3,1
1273,1,1,1,3,0
1274,0,1,0,3,1
1275,0,2,2,1,1
1276,1,1,2,2,1
1277,1,1,1,3,0
1278,0,0,0,3,1
1279,0,0,1,3,1
1280,2,2,2,0,0
1281,0,2,2,1,1
1282,1,1,0,3,0
1283,1,2,2,1,0
1284,2,2,2,0,1
1285,2,2,2,0,1
1286,0,1,1,3,0
1287,2,2,2,0,1
1288,0,2,2,1,1
1289,2,2,2,0,1
1290,2,2,2,0,1
1291,0,0,0,3,1
1292,0,0,2,2,1
1293,0,2,2,1,1
1294,1,0,0,3,0
1295,1,1,1,3,0
1296,0,0,2,2,1
1297,2,2,2,0,1
1298,0,1,0,3,1
1299,1,1,1,3,0
1300,0,2,2,1,1
1301,1,0,1,3,0
1302,0,1,0,3,1
1303,1,2,2,1,1
1304,0,0,0,3,1
1305,1,0,2,2,0
1306,1,1,2,2,0
1307,0,2,2,1,1
1308,0,2,2,1,1
1309,0,1,0,3,0
1310,0,2,2,1,1
1311,1,2,2,1,1
1312,2,2,2,0,1
1313,0,2,2,1,1
1314,1,0,2,2,1
1315,1,2,2,1,0
1316,0,2,2,1,1
1317,1,2,2,1,1
1318,1,0,1,3,1
1319,0,0,0,3,1
1320,0,1,2,2,1
1321,1,0,2,2,0
1322,2,2,2,0,0
1323,1,1,2,2,0
1324,1,2,2,1,0
1325,1,0,1,3,0
1326,0,1,2,2,0
1327,0,0,2,2,1
1328,1,1,1,3,1
1329,0,1,2,2,0
1330,2,2,2,0,0
1331,2,2,2,0,1
1332,0,1,2,2,0
1333,0,2,2,1,1
1334,0,2,2,1,0
1335,0,0,2,2,1
1336,0,0,2,2,1
1337,2,2,2,0,1
1338,2,2,2,0,0
1339,0,1,0,3,1
1340,2,2,2,0,0
1341,2,2,2,0,1
1342,0,2,2,1,0
1343,0,0,0,3,1
1344,1,0,0,3,1
1345,1,0,2,2,1
1346,2,2,2,0,0
1347,1,2,2,1,0
1348,0,1,0,3,1
1349,1,2,2,1,0
1350,2,2,2,0,0
1351,1,0,1,3,0
1352,1,1,0,3,1
1353,2,2,2,0,0
1354,1,1,1,3,0
1355,1,1,2,2,0
1356,2,2,2,0,0
1357,0,2,2,1,1
1358,1,0,0,3,1
1359,0,1,1,3,1
1360,0,2,2,1,0
1361,1,1,2,2,0
1362,2,2,2,0,0
1363,0,2,2,1,1
1364,1,1,0,3,0
1365,1,0,2,2,0
1366,1,2,2,1,0
1367,1,1,2,2,0
1368,1,0,0,3,0
1369,0,2,2,1,1
1370,0,1,1,3,1
1371,1,1,2,2,1
1372,0,2,2,1,1
1373,0,1,0,3,0
1374,0,0,2,2,1
1375,2,2,2,0,1
1376,2,2,2,0,0
1377,0,0,1,3,1
1378,1,1,0,3,0
1379,0,1,1,3,1
1380,0,2,2,1,0
1381,2,2,2,0,1
1382,1,0,2,2,0
1383,2,2,2,0,1
1384,2,2,2,0,0
1385,0,0,1,3,1
1386,0,2,2,1,1
1387,1,2,2,1,1
1388,2,2,2,0,1
1389,0,1,0,3,0
1390,1,1,2,2,0
1391,1,2,2,1,0
1392,2,2,2,0,0
1393,0,2,2,1,0
1394,2,2,2,0,0
1395,0,2,2,1,0
1396,0,2,2,1,0
1397,0,0,2,2,1
1398,0,0,1,3,0
1399,0,2,2,1,1
1400,0,2,2,1,1
1401,2,2,2,0,0
1402,0,2,2,1,1
1403,0,1,2,2,1
1404,0,0,1,3,0
1405,1,1,0,3,0
1406,2,2,2,0,0
1407,0,1,2,2,1
1408,0,1,1,3,0
1409,0,0,1,3,1
1410,1,1,1,3,0
1411,1,1,1,3,0
1412,2,2,2,0,0
1413,0,0,2,2,1
1414,1,1,0,3,1
1415,1,0,0,3,0
1416,2,2,2,0,1
1417,1,2,2,1,0
1418,1,2,2,1,1
1419,1,0,2,2,0
1420,0,1,2,2,1
1421,0,0,1,3,1
1422,2,2,2,0,0
1423,2,2,2,0,1
1424,0,0,2,2,1
1425,2,2,2,0,1
1426,2,2,2,0,0
1427,0,2,2,1,1
1428,1,1,0,3,1
1429,1,2,2,1,1
1430,1,1,2,2,0
1431,1,1,2,2,0
1432,1,0,1,3,0
1433,1,2,2,1,0
1434,0,2,2,1,1
1435,1,1,1,3,0
1436,0,2,2,1,1
1437,1,1,2,2,0
1438,1,1,1,3,0
1439,0,0,1,3,1
1440,2,2,2,0,0
1441,0,2,2,1,1
1442,1,2,2,1,1
1443,0,1,0,3,1
1444,2,2,2,0,1
1445,0,2,2,1,1
1446,1,0,1,3,0
1447,1,1,2,2,0
1448,1,2,2,1,0
1449,2,2,2,0,0
1450,0,2,2,1,1
1451,1,0,1,3,1
1452,0,2,2,1,0
1453,0,2,2,1,1
1454,2,2,2,0,1
1455,0,2,2,1,1
1456,1,0,1,3,0
1457,2,2,2,0,1
1458,2,2,2,0,0
1459,2,2,2,0,0
1460,2,2,2,0,1
1461,0,2,2,1,0
1462,1,1,0,3,1
1463,1,2,2,1,0
1464,1,2,2,1,0
1465,0,1,2,2,1
1466,1,0,2,2,0
1467,2,2,2,0,1
1468,2,2,2,0,1
1469,1,2,2,1,0
1470,1,2,2,1,1
1471,2,2,2,0,0
1472,1,2,2,1,1
1473,1,1,0,3,0
1474,1,2,2,1,0
1475,2,2,2,0,0
1476,1,1,0,3,0
1477,2,2,2,0,1
1478,1,2,2,1,0
1479,0,0,1,3,1
1480,1,0,0,3,1
1481,0,1,2,2,1
1482,1,1,0,3,1
1483,1,1,2,2,1
1484,1,1,2,2,1
1485,0,2,2,1,0
1486,0,0,2,2,1
1487,1,1,2,2,0
1488,1,2,2,1,0
1489,1,0,0,3,1
1490,2,2,2,0,0
1491,2,2,2,0,0
1492,0,1,2,2,1
1493,2,2,2,0,1
1494,0,1,2,2,1
1495,1,1,1,3,0
1496,0,2,2,1,1
1497,0,1,2,2,1
1498,1,0,1,3,0
1499,0,1,0,3,1
1500,0,2,2,1,1
1501,2,2,2,0,0
1502,1,1,2,2,0
1503,0,0,0,3,1
1504,0,1,2,2,1
1505,0,0,2,2,1
1506,2,2,2,0,1
1507,0,2,2,1,0
1508,0,0,2,2,1
1509,0,1,2,2,0
1510,2,2,2,0,0
1511,1,1,0,3,1
1512,1,0,1,3,0
1513,1,0,2,2,0
1514,0,2,2,1,1
1515,1,0,1,3,0
1516,0,2,2,1,1
1517,0,2,2,1,0
1518,1,0,2,2,1
1519,1,0,2,2,0
1520,0,1,1,3,0
1521,1,0,1,3,0
1522,0,1,1,3,0
1523,1,2,2,1,0
1524,1,2,2,1,0
1525,1,1,1,3,0
1526,2,2,2,0,1
1527,1,0,0,3,1
1528,1,2,2,1,1
1529,1,2,2,1,0
1530,0,0,2,2,1
1531,2,2,2,0,0
1532,1,1,2,2,0
1533,1,0,1,3,0
1534,1,2,2,1,0
1535,1,1,1,3,0
1536,1,2,2,1,0
1537,2,2,2,0,0
1538,1,1,2,2,1
1539,0,1,0,3,0
1540,1,1,2,2,0
1541,1,2,2,1,0
1542,1,0,0,3,1
1543,0,0,2,2,1
1544,2,2,2,0,1
1545,0,2,2,1,1
1546,0,0,2,2,1
1547,0,2,2,1,0
1548,2,2,2,0,1
1549,2,2,2,0,1
1550,2,2,2,0,0
1551,1,0,2,2,1
1552,1,1,2,2,0
1553,2,2,2,0,1
1554,0,0,2,2,1
1555,1,1,2,2,0
1556,0,1,1,3,0
1557,2,2,2,0,0
1558,1,1,2,2,0
1559,0,0,2,2,1
1560,0,1,1,3,0
1561,2,2,2,0,1
1562,0,0,0,3,1
1563,0,2,2,1,1
1564,1,1,2,2,0
1565,2,2,2,0,1
1566,0,0,2,2,1
1567,0,0,2,2,1
1568,1,2,2,1,1
1569,1,0,0,3,1
1570,2,2,2,0,0
1571,0,1,0,3,1
1572,0,1,1,3,0
1573,1,1,1,3,0
1574,2,2,2,0,1
1575,0,0,1,3,0
1576,1,2,2,1,1
1577,1,1,2,2,0
1578,0,0,2,2,1
1579,0,2,2,1,0
1580,0,1,0,3,1
1581,0,0,0,3,1
1582,1,0,0,3,0
1583,1,0,2,2,0
1584,2,2,2,0,1
1585,2,2,2,0,0
1586,0,0,2,2,1
1587,2,2,2,0,1
1588,0,2,2,1,1
1589,0,0,0,3,1
1590,0,1,2,2,0
1591,1,1,1,3,0
1592,0,0,2,2,1
1593,2,2,2,0,0
1594,2,2,2,0,1
1595,1,0,0,3,1
1596,2,2,2,0,0
1597,1,0,2,2,1
1598,1,1,2,2,1
1599,2,2,2,0,0
1600,0,0,1,3,1
1601,1,2,2,1,1
1602,2,2,2,0,0
1603,1,1,0,3,0
1604,0,0,2,2,1
1605,0,0,2,2,1
1606,0,1,0,3,1
1607,0,2,2,1,1
1608,1,1,1,3,0
1609,2,2,2,0,1
1610,1,2,2,1,1
1611,0,0,1,3,1
1612,0,2,2,1,1
1613,2,2,2,0,0
1614,1,0,0,3,1
1615,2,2,2,0,1
1616,2,2,2,0,0
1617,1,1,0,3,0
1618,2,2,2,0,1
1619,0,2,2,1,0
1620,1,1,0,3,0
1621,0,1,2,2,0
1622,2,2,2,0,0
1623,1,0,1,3,0
1624,2,2,2,0,1
1625,2,2,2,0,0
1626,1,1,0,3,1
1627,1,2,2,1,1
1628,0,0,0,3,0
1629,0,1,2,2,1
1630,1,0,1,3,0
1631,1,0,2,2,0
1632,0,2,2,1,1
1633,0,0,2,2,1
1634,1,2,2,1,0
1635,1,2,2,1,0
1636,0,2,2,1,1
1637,2,2,2,0,0
1638,0,2,2,1,0
1639,1,0,2,2,0
1640,1,1,2,2,0
1641,1,2,2,1,1
1642,1,2,2,1,0
1643,1,2,2,1,0
1644,1,2,2,1,0
1645,1,0,0,3,0
1646,1,1,2,2,0
1647,1,0,2,2,1
1648,2,2,2,0,0
1649,0,0,1,3,0
1650,2,2,2,0,0
1651,2,2,2,0,0
1652,0,2,2,1,1
1653,2,2,2,0,0
1654,2,2,2,0,0
1655,0,2,2,1,0
1656,2,2,2,0,0
1657,0,0,2,2,1
1658,0,1,2,2,1
1659,0,2,2,1,0
1660,2,2,2,0,1
1661,0,2,2,1,1
1662,0,1,0,3,0
1663,2,2,2,0,0
1664,1,0,2,2,1
1665,1,1,0,3,0
1666,0,1,0,3,1
1667,1,1,2,2,1
1668,0,0,0,3,1
1669,2,2,2,0,0
1670,0,2,2,1,0
1671,0,0,1,3,1
1672,2,2,2,0,0
1673,2,2,2,0,1
1674,1,0,2,2,0
1675,1,2,2,1,0
1676,2,2,2,0,0
1677,0,1,0,3,0
1678,1,0,1,3,0
1679,2,2,2,0,0
1680,0,0,2,2,1
1681,2,2,2,0,1
1682,0,2,2,1,1
1683,1,2,2,1,0
1684,1,2,2,1,0
1685,0,1,0,3,1
1686,0,0,0,3,1
1687,1,2,2,1,0
1688,2,2,2,0,0
1689,1,2,2,1,0
1690,1,2,2,1,0
1691,1,2,2,1,0
1692,0,0,0,3,1
1693,1,2,2,1,0
1694,2,2,2,0,1
1695,1,1,0,3,1
1696,1,1,1,3,0
1697,1,2,2,1,0
1698,0,2,2,1,1
1699,1,1,2,2,1
1700,2,2,2,0,0
1701,1,2,2,1,0
1702,2,2,2,0,1
1703,0,0,1,3,1
1704,0,1,1,3,0
1705,1,1,1,3,0
1706,2,2,2,0,1
1707,0,1,0,3,0
1708,2,2,2,0,1
1709,0,1,1,3,0
1710,1,2,2,1,1
1711,0,2,2,1,1
1712,0,1,0,3,0
1713,2,2,2,0,1
1714,1,1,2,2,1
1715,1,2,2,1,0
1716,1,0,0,3,1
1717,2,2,2,0,1
1718,2,2,2,0,1
1719,0,1,2,2,1
1720,1,1,1,3,0
1721,0,1,1,3,1
1722,2,2,2,0,1
1723,1,0,1,3,0
1724,1,2,2,1,0
1725,1,2,2,1,0
1726,2,2,2,0,1
1727,1,1,2,2,0
1728,0,0,2,2,1
1729,1,2,2,1,0
1730,0,0,1,3,0
1731,1,1,2,2,0
1732,2,2,2,0,1
1733,1,2,2,1,0
1734,0,0,0,3,1
1735,1,1,2,2,0
1736,1,1,2,2,0
1737,1,1,1,3,0
1738,1,0,0,3,0
1739,1,1,2,2,0
1740,1,1,1,3,0
1741,0,0,0,3,0
1742,1,0,2,2,0
1743,1,2,2,1,1
1744,0,0,2,2,1
1745,0,0,1,3,1
1746,1,1,2,2,0
1747,2,2,2,0,1
1748,0,0,1,3,0
1749,1,2,2,1,0
1750,0,1,2,2,1
1751,1,2,2,1,1
1752,0,2,2,1,1
1753,0,2,2,1,1
1754,2,2,2,0,1
1755,1,1,0,3,0
1756,1,1,2,2,0
1757,0,0,0,3,1
1758,0,1,2,2,1
1759,1,1,1,3,1
1760,2,2,2,0,0
1761,0,0,1,3,1
1762,0,0,2,2,1
1763,1,1,2,2,1
1764,1,2,2,1,0
1765,0,2,2,1,0
1766,0,2,2,1,1
1767,1,0,0,3,1
1768,1,2,2,1,0
1769,1,2,2,1,1
1770,1,0,0,3,1
1771,0,0,2,2,1
1772,1,1,2,2,0
1773,2,2,2,0,1
1774,1,1,2,2,1
1775,0,2,2,1,0
1776,1,2,2,1,0
1777,1,1,2,2,1
1778,2,2,2,0,0
1779,2,2,2,0,0
1780,1,1,0,3,0
1781,1,1,1,3,0
1782,0,1,2,2,1
1783,1,2,2,1,1
1784,0,0,1,3,1
1785,0,2,2,1,1
1786,2,2,2,0,1
1787,0,2,2,1,1
1788,1,2,2,1,0
1789,2,2,2,0,0
1790,0,0,1,3,1
1791,1,1,2,2,0
1792,2,2,2,0,1
1793,0,2,2,1,1
1794,1,1,2,2,1
1795,2,2,2,0,1
1796,1,0,2,2,0
1797,1,2,2,1,1
1798,1,0,1,3,1
1799,0,1,2,2,1
1800,1,1,2,2,0
1801,1,1,0,3,1
1802,1,1,2,2,0
1803,2,2,2,0,0
1804,1,2,2,1,0
1805,0,0,0,3,1
1806,0,2,2,1,0
1807,0,0,1,3,0
1808,1,2,2,1,0
1809,1,2,2,1,0
1810,2,2,2,0,1
1811,2,2,2,0,1
1812,0,2,2,1,0
1813,0,2,2,1,1
1814,1,1,0,3,0
1815,1,1,1,3,0
1816,2,2,2,0,1
1817,2,2,2,0,0
1818,0,2,2,1,1
1819,0,1,1,3,0
1820,1,1,1,3,0
1821,1,1,0,3,1
1822,0,0,0,3,1
1823,2,2,2,0,1
1824,1,2,2,1,1
1825,2,2,2,0,0
1826,0,0,0,3,1
1827,0,2,2,1,1
1828,2,2,2,0,0
1829,0,0,2,2,1
1830,0,1,1,3,1
1831,0,0,1,3,1
1832,2,2,2,0,1
1833,2,2,2,0,0
1834,0,0,0,3,1
1835,0,2,2,1,1
1836,0,0,2,2,1
1837,0,0,2,2,0
1838,0,1,0,3,0
1839,0,2,2,1,1
1840,1,0,1,3,0
1841,1,1,2,2,0
1842,1,1,1,3,0
1843,0,1,0,3,1
1844,1,1,2,2,0
1845,2,2,2,0,0
1846,1,2,2,1,0
1847,1,0,2,2,0
1848,0,2,2,1,1
1849,0,1,1,3,0
1850,1,1,2,2,1
1851,2,2,2,0,0
1852,2,2,2,0,1
1853,0,2,2,1,0
1854,0,1,1,3,1
1855,1,2,2,1,1
1856,0,0,2,2,1
1857,0,0,2,2,0
1858,1,0,1,3,1
1859,0,2,2,1,1
1860,0,0,2,2,1
1861,2,2,2,0,1
1862,1,0,0,3,1
1863,2,2,2,0,0
1864,1,1,2,2,1
1865,1,0,2,2,0
1866,1,1,1,3,0
1867,0,2,2,1,0
1868,0,1,1,3,0
1869,2,2,2,0,0
1870,1,0,2,2,0
1871,0,2,2,1,1
1872,1,2,2,1,1
1873,0,0,1,3,1
1874,1,1,2,2,1
1875,0,1,2,2,0
1876,1,1,2,2,0
1877,1,1,0,3,0
1878,0,1,2,2,0
1879,2,2,2,0,1
1880,2,2,2,0,1
1881,2,2,2,0,1
1882,1,0,2,2,0
1883,0,0,2,2,1
1884,0,0,0,3,1
1885,2,2,2,0,1
1886,1,1,1,3,0
1887,0,2,2,1,0
1888,0,1,1,3,0
1889,0,2,2,1,1
1890,1,0,2,2,1
1891,0,1,2,2,1
1892,0,0,0,3,1
1893,0,0,2,2,1
1894,0,0,2,2,0
1895,1,2,2,1,0
1896,1,2,2,1,0
1897,0,2,2,1,1
1898,0,1,2,2,0
1899,1,0,2,2,0
1900,1,0,0,3,1
1901,0,2,2,1,1
1902,0,1,2,2,0
1903,1,2,2,1,0
1904,2,2,2,0,1
1905,0,1,1,3,1
1906,1,1,2,2,0
1907,2,2,2,0,1
1908,1,0,2,2,1
1909,1,2,2,1,1
1910,0,0,1,3,0
1911,0,0,0,3,1
1912,0,2,2,1,0
1913,0,2,2,1,1
1914,0,0,2,2,0
1915,2,2,2,0,0
1916,1,2,2,1,1
1917,1,0,2,2,0
1918,0,2,2,1,0
1919,1,1,1,3,0
1920,1,2,2,1,0
1921,0,0,0,3,1
1922,0,0,0,3,1
1923,2,2,2,0,1
1924,1,1,1,3,0
1925,0,0,0,3,1
1926,1,1,0,3,0
1927,1,0,2,2,1
1928,2,2,2,0,0
1929,2,2,2,0,0
1930,1,0,0,3,1
1931,2,2,2,0,0
1932,2,2,2,0,0
1933,1,2,2,1,0
1934,1,2,2,1,0
1935,2,2,2,0,0
1936,0,1,0,3,1
1937,1,0,0,3,0
1938,2,2,2,0,1
1939,0,1,0,3,1
1940,2,2,2,0,0
1941,1,2,2,1,1
1942,0,1,1,3,0
1943,0,0,1,3,0
1944,2,2,2,0,0
1945,1,1,2,2,0
1946,0,0,0,3,0
1947,2,2,2,0,0
1948,2,2,2,0,1
1949,0,2,2,1,0
1950,1,2,2,1,0
1951,0,2,2,1,1
1952,0,2,2,1,1
1953,0,0,1,3,1
1954,0,1,2,2,1
1955,0,1,2,2,1
1956,1,0,2,2,1
1957,2,2,2,0,0
1958,2,2,2,0,1
1959,0,2,2,1,1
1960,1,0,2,2,1
1961,1,1,2,2,0
1962,0,0,2,2,1
1963,2,2,2,0,0
1964,2,2,2,0,0
1965,2,2,2,0,1
1966,2,2,2,0,1
1967,0,2,2,1,1
1968,2,2,2,0,0
1969,0,1,0,3,1
1970,0,0,1,3,1
1971,2,2,2,0,1
1972,2,2,2,0,1
1973,2,2,2,0,1
1974,1,1,1,3,0
1975,0,1,1,3,1
1976,0,0,2,2,1
1977,2,2,2,0,0
1978,2,2,2,0,1
1979,2,2,2,0,0
1980,1,2,2,1,1
1981,1,1,2,2,0
1982,1,1,1,3,0
1983,0,1,1,3,0
1984,2,2,2,0,0
1985,1,1,0,3,0
1986,1,0,1,3,1
1987,0,1,1,3,0
1988,0,0,0,3,0
1989,2,2,2,0,0
1990,0,0,2,2,1
1991,0,2,2,1,0
1992,0,2,2,1,1
1993,2,2,2,0,1
1994,2,2,2,0,1
1995,0,0,2,2,0
1996,0,2,2,1,0
1997,1,2,2,1,0
1998,1,1,1,3,0
1999,1,2,2,1,0
2000,1,2,2,1,0
2001,1,1,2,2,0
2002,2,2,2,0,1
2003,1,0,2,2,1
2004,0,1,0,3,0
2005,2,2,2,0,1
2006,2,2,2,0,1
2007,1,2,2,1,0
2008,2,2,2,0,1
2009,2,2,2,0,1
2010,2,2,2,0,0
2011,2,2,2,0,0
2012,0,0,2,2,1
2013,0,0,2,2,1
2014,0,2,2,1,1
2015,2,2,2,0,0
2016,1,0,2,2,0
2017,0,1,2,2,0
2018,1,0,2,2,1
2019,2,2,2,0,0
2020,0,0,2,2,1
2021,1,1,2,2,0
2022,1,2,2,1,0
2023,2,2,2,0,0
2024,0,0,0,3,1
2025,2,2,2,0,0
2026,2,2,2,0,0
2027,0,1,0,3,1
2028,2,2,2,0,0
2029,0,2,2,1,1
2030,2,2,2,0,0
2031,1,1,0,3,1
2032,1,1,0,3,0
2033,2,2,2,0,1
2034,0,2,2,1,0
2035,1,2,2,1,0
2036,2,2,2,0,0
2037,2,2,2,0,1
2038,1,2,2,1,0
2039,1,1,2,2,1
2040,1,0,2,2,0
2041,1,0,0,3,0
2042,0,0,1,3,0
2043,1,2,2,1,1
2044,0,1,2,2,0
2045,1,0,2,2,0
2046,2,2,2,0,0
2047,1,0,0,3,0
2048,1,2,2,1,0
2049,1,0,2,2,1
2050,1,1,0,3,0
2051,0,0,1,3,1
2052,0,1,2,2,1
2053,1,0,0,3,1
2054,1,1,2,2,0
2055,0,2,2,1,1
2056,2,2,2,0,0
2057,0,0,2,2,1
2058,2,2,2,0,1
2059,2,2,2,0,1
2060,1,2,2,1,1
2061,0,0,2,2,1
2062,1,2,2,1,0
2063,1,1,1,3,0
2064,1,2,2,1,1
2065,2,2,2,0,1
2066,1,0,1,3,0
2067,0,0,1,3,1
2068,1,1,1,3,0
2069,1,0,2,2,1
2070,1,1,0,3,0
2071,1,2,2,1,1
2072,1,1,2,2,0
2073,0,2,2,1,0
2074,1,1,2,2,1
2075,0,2,2,1,0
2076,1,0,2,2,1
2077,1,0,0,3,0
2078,2,2,2,0,1
2079,2,2,2,0,1
2080,0,2,2,1,1
2081,1,1,2,2,0
2082,0,2,2,1,0
2083,1,2,2,1,0
2084,1,0,2,2,1
2085,0,2,2,1,1
2086,0,1,2,2,1
2087,2,2,2,0,0
2088,0,2,2,1,0
2089,2,2,2,0,0
2090,0,1,2,2,0
2091,0,0,0,3,1
2092,0,0,2,2,1
2093,0,1,2,2,0
2094,1,0,2,2,1
2095,2,2,2,0,0
2096,1,0,0,3,1
2097,0,1,0,3,1
2098,1,1,1,3,0
2099,1,0,0,3,1
2100,1,0,0,3,1
2101,1,1,1,3,0
2102,0,2,2,1,1
2103,0,2,2,1,1
2104,1,2,2,1,0
2105,0,2,2,1,1
2106,0,0,2,2,1
2107,0,2,2,1,1
2108,1,0,0,3,1
2109,0,0,2,2,1
2110,2,2,2,0,1
2111,2,2,2,0,1
2112,0,2,2,1,1
2113,0,0,1,3,1
2114,1,1,2,2,0
2115,1,0,0,3,0
2116,0,1,2,2,1
2117,1,0,0,3,1
2118,0,2,2,1,0
2119,2,2,2,0,1
2120,0,1,2,2,0
2121,0,0,2,2,1
2122,2,2,2,0,1
2123,1,2,2,1,1
2124,1,1,2,2,0
2125,0,0,2,2,1
2126,0,0,0,3,1
2127,0,0,2,2,1
2128,0,1,0,3,1
2129,0,0,1,3,1
2130,1,1,0,3,0
2131,1,1,0,3,0
2132,1,0,2,2,1
2133,1,0,2,2,1
2134,1,1,2,2,0
2135,0,2,2,1,0
2136,1,2,2,1,1
2137,0,2,2,1,0
2138,0,0,1,3,1
2139,0,1,2,2,0
2140,0,0,0,3,1
2141,2,2,2,0,1
2142,0,2,2,1,1
2143,1,2,2,1,0
2144,2,2,2,0,0
2145,0,1,2,2,1
2146,0,0,0,3,0
2147,1,1,2,2,1
2148,1,0,2,2,0
2149,1,1,1,3,0
2150,1,2,2,1,1
2151,1,0,0,3,1
2152,2,2,2,0,1
2153,0,2,2,1,1
2154,1,1,1,3,0
2155,1,1,0,3,0
2156,1,2,2,1,0
2157,0,0,2,2,1
2158,1,1,2,2,1
2159,2,2,2,0,0
2160,0,1,2,2,0
2161,2,2,2,0,1
2162,1,2,2,1,0
2163,0,2,2,1,1
2164,0,1,1,3,1
2165,1,1,2,2,0
2166,0,2,2,1,0
2167,0,1,1,3,0
2168,1,1,1,3,0
2169,2,2,2,0,1
2170,0,2,2,1,0
2171,0,1,2,2,0
2172,0,1,2,2,1
2173,0,2,2,1,1
2174,1,0,2,2,0
2175,1,1,2,2,0
2176,1,1,1,3,0
2177,0,1,1,3,0
2178,0,2,2,1,1
2179,2,2,2,0,0
2180,0,2,2,1,1
2181,1,2,2,1,1
2182,0,1,2,2,1
2183,1,1,2,2,0
2184,0,2,2,1,0
2185,1,1,2,2,0
2186,2,2,2,0,1
2187,1,2,2,1,0
2188,0,1,0,3,1
2189,2,2,2,0,0
2190,1,2,2,1,0
2191,1,2,2,1,1
2192,0,0,0,3,1
2193,1,0,2,2,1
2194,2,2,2,0,0
2195,1,1,2,2,0
2196,0,0,0,3,1
2197,0,0,2,2,1
2198,2,2,2,0,1
2199,2,2,2,0,1
2200,1,0,2,2,1
2201,1,1,1,3,0
2202,0,2,2,1,1
2203,2,2,2,0,0
2204,0,2,2,1,0
2205,0,1,0,3,1
2206,0,2,2,1,0
2207,0,1,0,3,1
2208,0,1,0,3,0
2209,0,0,2,2,1
2210,1,2,2,1,0
2211,0,2,2,1,1
2212,2,2,2,0,1
2213,1,0,1,3,0
2214,1,0,2,2,1
2215,1,2,2,1,0
2216,1,0,2,2,0
2217,0,2,2,1,1
2218,2,2,2,0,0
2219,0,1,2,2,0
2220,1,0,1,3,0
2221,0,1,1,3,1
2222,0,1,2,2,0
